Protein	Protein.Ids	Protein.Names	Genes	First.Protein.Description	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722142047.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722202358.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722153152.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\EGFP_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722213505.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722164251.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722224609.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722175352.raw	E:\Raw_files\Yugandhar\MLH1_FLAG_DIA\MLH1_Flag_XL-IP_OnBeadDigestion_OnlyTrypsin_RegularIPmethod_DIA_50min_1pct_20230722235712.raw
O15084;O15084-1;O15084-2;O15084-4	O15084;O15084-2;O15084-1;O15084-4	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	199934	200127	244568	458732	398636	446606	558608	594332	489863	680083	704148	623558
O15085-2	O15085;O15085-2	ARHGB_HUMAN	ARHGEF11	Isoform 2 of Rho guanine nucleotide exchange factor 11	5.35E+06	5.27E+06	5.01E+06		543239		2.63E+06	2.72E+06	2.71E+06			
O15131	O15131	IMA6_HUMAN	KPNA5	Importin subunit alpha-6							748041	699155	705960	247773	178261	
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	882397	831367	811630	760210	655343	780940	619073	670024	607086	432957	513813	507417
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	1.07E+06	1.14E+06	832817	1.10E+06	1.18E+06	1.08E+06	856665	830746	832249	753605	768307	563407
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	3.10E+06	3.01E+06	3.15E+06	1.08E+06	1.15E+06	1.11E+06	2.59E+06	2.36E+06	2.24E+06	716687	802339	807173
O15160;O15160-2	O15160;O15160-2	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	934054	912672	763760	1.28E+06	1.14E+06	1.21E+06	650084	752816	822598	1.16E+06	1.31E+06	1.02E+06
O15173;O15173-2	O15173;O15173-2	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	162415			1.15E+06	1.03E+06	1.13E+06		758846	323558	1.03E+06	961211	1.05E+06
O15182	O15182	CETN3_HUMAN	CETN3	Centrin-3	243652	253774	282484	106012	114948		1.39E+06	1.52E+06	1.47E+06	464919	442001	450531
O15198;O15198-2;Q15797;Q99717	Q99717;O15198;O15198-2;Q15796;Q15796-2;P84022;P84022-2;P84022-3;P84022-4;Q15797	SMAD1_HUMAN;SMAD5_HUMAN;SMAD9_HUMAN	SMAD1;SMAD5;SMAD9	Mothers against decapentaplegic homolog 9	220162	320324	534586	493913	495975	137354	437937	572355	647533	428773	452901	526857
O15226;O15226-2	O15226;O15226-2	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor				288323	218620	262038				486849	522698	500533
O15260;O15260-2	O15260;O15260-2	SURF4_HUMAN	SURF4	Surfeit locus protein 4	843431	747063	670933	2.65E+06	3.10E+06	2.50E+06	1.09E+06	1.18E+06	1.57E+06	1.91E+06	1.91E+06	1.57E+06
O15264;O15264-2;P45983;P45983-2;P45983-3;P45983-4;P45983-5;P45984;P45984-2;P45984-3;P45984-4;P45984-5;P53778;P53778-2;P53779;P53779-2;P53779-3;Q15759;Q15759-3;Q16539;Q16539-2;Q16539-3;Q16539-4;Q16539-5	P53779;P53779-2;P53779-3;Q15759;Q15759-3;O15264;O15264-2;P45983;P45983-2;P45983-3;P45983-4;P45983-5;P53778;P53778-2;Q16539;Q16539-2;Q16539-3;Q16539-4;Q16539-5;P45984;P45984-2;P45984-3;P45984-4;P45984-5	MK08_HUMAN;MK09_HUMAN;MK10_HUMAN;MK11_HUMAN;MK12_HUMAN;MK13_HUMAN;MK14_HUMAN	MAPK10;MAPK11;MAPK12;MAPK13;MAPK14;MAPK8;MAPK9	Mitogen-activated protein kinase 13			453166	569207	631715	354317			548847	572458	537410	469731
O15269	O15269;O15269-2	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	779089	762201	667195	1.34E+06	1.38E+06	1.46E+06	1.31E+06	1.47E+06	1.42E+06	1.54E+06	1.43E+06	1.55E+06
O15270	O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	92433		190325	346480	366041	320615	313156	295878	357304	454979	479873	532176
O15294;O15294-3	O15294;O15294-2;O15294-3	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	49492.6			209858	104245	138149	79816	101485	161716	384242	374096	369940
O15304;O15304-2	O15304;O15304-2	SIVA_HUMAN	SIVA1	Apoptosis regulatory protein Siva		132808	128844	59005.7			193205	185597	190990		134182	127306
O15305	O15305;O15305-2	PMM2_HUMAN	PMM2	Phosphomannomutase 2				481626	623636	392635	427362			901794	793119	736882
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	629861	589671	328930	627696	503955	576449	928311	799105	799544	1.03E+06	976107	948485
O15371;O15371-2;O15371-3	O15371;O15371-2;O15371-3	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	1.86E+06	2.01E+06	1.96E+06	2.02E+06	1.93E+06	1.83E+06	1.20E+06	1.20E+06	1.12E+06	1.87E+06	1.76E+06	1.97E+06
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	603810	640636	636278	859499	989813	945131	337240	442451	471908	942547	944054	943866
O15397	O15397;O15397-2	IPO8_HUMAN	IPO8	Importin-8	336283	252062	251179	467584	387517	414608	628144	544532	412972	592327	683675	1.03E+06
O15460;O15460-2	O15460;O15460-2	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	495012	459006	511605			132645	799514	777316	707993	181062		
O15479	P43366;Q9UBF1;O15479;O15481;Q96LZ2	MAGB2_HUMAN	MAGEB2	Melanoma-associated antigen B2	374841	277825	452109	205842	243922	283456	105661	97500.9	185092	72580.8	220972	122607
O15511	O15511;O15511-2	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	1.08E+06	1.17E+06	1.18E+06	1.32E+06	1.87E+06	1.14E+06	548168	510443	646601	642397	731707	589074
O15534	O15534;O15534-4	PER1_HUMAN	PER1	Period circadian protein homolog 1							784995	715128	734763	203882	199321	183406
O15541	O15541	R113A_HUMAN	RNF113A	RING finger protein 113A	365437	845508	179612			67612	2.10E+06	2.04E+06	1.95E+06	369159	486558	324013
O43143	O60231;O43143;Q14562	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	1.11E+06	1.18E+06	1.15E+06	1.72E+06	1.79E+06	1.61E+06	1.15E+06	1.22E+06	1.08E+06	2.17E+06	2.18E+06	2.11E+06
O43148;O43148-2	O43148;O43148-2	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	4.23E+06	4.90E+06	4.88E+06	1.19E+06	854606	992534	2.75E+06	2.46E+06	2.47E+06	1.23E+06	942589	880671
O43166;O43166-2;O43166-3	O43166;O43166-2;O43166-3	SI1L1_HUMAN	SIPA1L1	Signal-induced proliferation-associated 1-like protein 1	2.60E+06	2.65E+06	2.65E+06	2.07E+06	2.39E+06	2.84E+06	2.47E+06	2.34E+06	2.44E+06	124359	1.50E+06	520694
O43172;O43172-2	O43172;O43172-2	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	558138	294831	255389	529852	497438	449369		328253	377822	566992	680063	644325
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	1.26E+07	1.25E+07	1.19E+07	2.37E+07	2.52E+07	2.22E+07	2.23E+07	2.04E+07	2.12E+07	2.74E+07	2.68E+07	2.47E+07
O43181	O43181	NDUS4_HUMAN	NDUFS4	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial"				722655	681751	731203				408634	416978	
O43242	O43242;O43242-2	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	1.13E+06	1.10E+06	1.19E+06	1.69E+06	1.73E+06	1.78E+06	843228	884677	904999	1.57E+06	1.55E+06	1.45E+06
O43251;O43251-10;O43251-2;O43251-4;O43251-5;O43251-6;O43251-7;O43251-8;O43251-9;Q9NWB1;Q9NWB1-2;Q9NWB1-3;Q9NWB1-4;Q9NWB1-5	A6NFN3;A6NFN3-2;Q9NWB1;Q9NWB1-2;Q9NWB1-3;Q9NWB1-4;Q9NWB1-5;O43251;O43251-2;O43251-4;O43251-5;O43251-6;O43251-7;O43251-8;O43251-9;O43251-10	RFOX1_HUMAN;RFOX2_HUMAN	RBFOX1;RBFOX2	RNA binding protein fox-1 homolog 2	428123	403990	358585	229517	514097	435162	575294	733654	534937	364058	302904	477252
O43264;O43264-2	O43264;O43264-2	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	105069	174097	74785.5	427808	249093	186170	242349	245350	299087	341938	408970	234591
O43292;O43292-2	O43292;O43292-2	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein				137076	196386		479256	323206	331148	910604	784587	736347
O43293	O43293	DAPK3_HUMAN	DAPK3	Death-associated protein kinase 3	1.50E+06	1.51E+06	1.78E+06				651551	809183	533577			
O43318-2;O43318-4	O43318-2;O43318-4	M3K7_HUMAN	MAP3K7	Isoform 1A of Mitogen-activated protein kinase kinase kinase 7	413372	343849	360394	328851	404850	198257	82209.6			197152	97678.7	87043
O43324	O43324	MCA3_HUMAN	EEF1E1	Eukaryotic translation elongation factor 1 epsilon-1	969809	862158	1.01E+06	1.38E+06	1.40E+06	1.25E+06	698995	566648	783645	1.16E+06	1.03E+06	963627
O43347	O43347	MSI1H_HUMAN	MSI1	RNA-binding protein Musashi homolog 1	260790	189203	189037	459942	379094	499158	415637	362536	408032	496115	494467	673759
O43379;O43379-4	O43379;O43379-2;O43379-3;O43379-4	WDR62_HUMAN	WDR62	WD repeat-containing protein 62	129016	156539	192193	124527	191838		204650	245909		237277	236297	174504
O43390	O43390;O43390-3	HNRPR_HUMAN	HNRNPR	Heterogeneous nuclear ribonucleoprotein R	1.48E+06	1.40E+06	1.29E+06	2.02E+06	1.85E+06	1.88E+06	1.31E+06	1.26E+06	1.28E+06	1.96E+06	1.89E+06	1.84E+06
O43396	O43396	TXNL1_HUMAN	TXNL1	Thioredoxin-like protein 1	334184	442127	561257	1.40E+06	1.55E+06	1.34E+06	179450	191179	208660	1.77E+06	2.09E+06	1.81E+06
O43432;O43432-3	O43432;O43432-3;O43432-4	IF4G3_HUMAN	EIF4G3	Eukaryotic translation initiation factor 4 gamma 3				132256	505392	1.79E+06						
O43447	O43447	PPIH_HUMAN	PPIH	Peptidyl-prolyl cis-trans isomerase H	627533	414781		1.66E+06	1.23E+06	1.02E+06	236784			1.00E+06		
O43488	O43488	ARK72_HUMAN	AKR7A2	Aflatoxin B1 aldehyde reductase member 2	1.17E+06	1.02E+06	2.45E+06	1.90E+06	2.29E+06	1.69E+06	272950	599123		1.15E+06	1.09E+06	1.29E+06
O43491	O43491;O43491-2;O43491-3;O43491-4	E41L2_HUMAN	EPB41L2	Band 4.1-like protein 2	7.74E+06	7.12E+06	7.35E+06	830692	857903	886200	3.99E+06	4.25E+06	3.98E+06	817104	803125	792371
O43521;O43521-10;O43521-11;O43521-12;O43521-14;O43521-19;O43521-4;O43521-8	O43521;O43521-4;O43521-8;O43521-10;O43521-11;O43521-12;O43521-14;O43521-19	B2L11_HUMAN	BCL2L11	Bcl-2-like protein 11	111461	98430.7		173616	171503					175762		
O43542	O43542	XRCC3_HUMAN	XRCC3	DNA repair protein XRCC3	567498	459900	304125		342920	206844	808901	566959	601773	467621	506063	642575
O43592	O43592	XPOT_HUMAN	XPOT	Exportin-T	1.09E+06	1.07E+06	950835	1.34E+06	1.58E+06	1.62E+06	3.00E+06	2.85E+06	2.61E+06	2.05E+06	2.02E+06	1.94E+06
O43615	O43615	TIM44_HUMAN	TIMM44	Mitochondrial import inner membrane translocase subunit TIM44	294834	402308	295844	602841	542537	470438	643544	719048	734921	549438	549969	548194
O43617;O43617-2	O43617;O43617-2	TPPC3_HUMAN	TRAPPC3	Trafficking protein particle complex subunit 3	715303	660481	787282	1.13E+06	1.27E+06	904675	3.64E+06	403180	470151	674189	943395	838023
O43663;O43663-2;O43663-3;O43663-4	O43663;O43663-2;O43663-3;O43663-4	PRC1_HUMAN	PRC1	Protein regulator of cytokinesis 1	496198	589616	565758	700055	578433	854319	469469	340257	344794	615910	521196	475078
O43674;O43674-2	O43674;O43674-2	NDUB5_HUMAN	NDUFB5	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial"				651179	510624	796232			107564	375642	439654	387588
O43678;O43678-2	O43678;O43678-2	NDUA2_HUMAN	NDUFA2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2			255603	926016	933841	861128				683872	726563	669725
O43684;O43684-2	O43684;O43684-2	BUB3_HUMAN	BUB3	Mitotic checkpoint protein BUB3	3.59E+06	3.16E+06	3.77E+06	6.13E+06	6.37E+06	5.72E+06	3.47E+06	3.82E+06	3.53E+06	6.96E+06	6.83E+06	6.59E+06
O43707	O43707;O43707-2;O43707-3	ACTN4_HUMAN	ACTN4	Alpha-actinin-4	1.45E+08	1.48E+08	1.51E+08	1.64E+06	1.70E+06	1.79E+06	7.81E+07	7.57E+07	7.58E+07	1.97E+06	2.05E+06	2.05E+06
O43709;O43709-3	O43709;O43709-2;O43709-3	BUD23_HUMAN	BUD23	Probable 18S rRNA (guanine-N(7))-methyltransferase	1.20E+06	1.23E+06	1.41E+06	1.77E+06	1.82E+06	1.91E+06	1.23E+06	1.09E+06		2.11E+06	2.06E+06	1.93E+06
O43747;O43747-2	O43747;O43747-2	AP1G1_HUMAN	AP1G1	AP-1 complex subunit gamma-1	570093	591477	511837	1.07E+06	1.06E+06	1.14E+06	226121	279014	229394	469549	403638	441828
O43776	O43776	SYNC_HUMAN	NARS	"Asparagine--tRNA ligase, cytoplasmic"	298628		362851	1.52E+06	1.40E+06	1.41E+06				1.36E+06	1.46E+06	1.54E+06
O43795	O43795;O43795-2	MYO1B_HUMAN	MYO1B	Unconventional myosin-Ib	1.37E+07	1.41E+07	1.42E+07			298118	1.09E+07	1.17E+07	1.22E+07	480783	540869	671813
O43808	O43808	PM34_HUMAN	SLC25A17	Peroxisomal membrane protein PMP34				360919	386175	505079	120245		172615	290737	373758	388600
O43809	O43809	CPSF5_HUMAN	NUDT21	Cleavage and polyadenylation specificity factor subunit 5	659450	746530	541257	1.04E+06	1.11E+06	1.21E+06	530571	423571	397029	901134	1.03E+06	1.06E+06
O43813	O43813	LANC1_HUMAN	LANCL1	LanC-like protein 1	438350	641228	584630	1.81E+06	1.78E+06	1.72E+06	456845	367830	236705	1.24E+06	1.10E+06	760880
O43818	O43818	U3IP2_HUMAN	RRP9	U3 small nucleolar RNA-interacting protein 2			2.17E+06	351285	541652	613433				527799	632233	626342
O43819	O43819	SCO2_HUMAN	SCO2	"Protein SCO2 homolog, mitochondrial"	1.14E+06	877419	1.08E+06	1.42E+06	1.34E+06	1.50E+06	1.44E+06	1.50E+06	1.22E+06	1.77E+06	1.69E+06	1.67E+06
O43823	O43823	AKAP8_HUMAN	AKAP8	A-kinase anchor protein 8	339602	370206	273519	249105	293403		697707	669170	745382	446994	393573	349579
O43837	O43837;O43837-2;O43837-3	IDH3B_HUMAN	IDH3B	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial"	332184	272941		766906	748932	678385	597559	322185	337270	917134	934795	880906
O43852;O43852-3	O43852;O43852-3;O43852-5;O43852-6;O43852-10;O43852-11;O43852-13;O43852-14	CALU_HUMAN	CALU	Calumenin	1.92E+06	2.03E+06	1.89E+06	3.07E+06	3.07E+06	2.93E+06	6.68E+06	6.63E+06	6.53E+06	4.08E+06	3.75E+06	3.61E+06
O43865;O43865-2;Q96HN2;Q96HN2-2;Q96HN2-3;Q96HN2-4	O43865;O43865-2;Q96HN2;Q96HN2-2;Q96HN2-3;Q96HN2-4	SAHH2_HUMAN;SAHH3_HUMAN	AHCYL1;AHCYL2	S-adenosylhomocysteine hydrolase-like protein 1	447880	214830		585714	601979	521158	261562	248823	233013	631572	548019	622931
O43896	O43896	KIF1C_HUMAN	KIF1C	Kinesin-like protein KIF1C	440866	410812	308194	129242			277662	312292	235072	230170	280477	404045
O43933;O43933-2	O43933;O43933-2	PEX1_HUMAN	PEX1	Peroxisome biogenesis factor 1		60662.8	73198.5	84047.9	105667	100344	262995	270295	302466	279107	341200	296442
O60216	O60216	RAD21_HUMAN	RAD21	Double-strand-break repair protein rad21 homolog	786813	669516	368124	1.10E+06	1.31E+06	1.14E+06	830060	955544	829512	1.15E+06	1.24E+06	1.17E+06
O60220	O60220	TIM8A_HUMAN	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A	562599	618036	489116	2.60E+06	2.71E+06	3.12E+06	1.72E+06	1.66E+06	1.52E+06	2.16E+06	2.05E+06	2.04E+06
O60231	O60231	DHX16_HUMAN	DHX16	Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16	644320	650242		283978	638957	597026	791403	607284	880154	471199	400035	644563
O60232	O60232	SSA27_HUMAN	SSSCA1	Sjoegren syndrome/scleroderma autoantigen 1	649705	471289	685174	1.17E+06	1.72E+06	1.28E+06	647385	796988	926830	2.14E+06	2.13E+06	2.29E+06
O60237	O60237	MYPT2_HUMAN	PPP1R12B	Protein phosphatase 1 regulatory subunit 12B	2.42E+06	2.25E+06	2.28E+06				1.36E+06	1.39E+06	1.40E+06			672013
O60256;O60256-3	O60256;O60256-3	KPRB_HUMAN	PRPSAP2	Phosphoribosyl pyrophosphate synthase-associated protein 2				747513	800120	677670				757369	614086	842933
O60262	O60262	GBG7_HUMAN	GNG7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-7	495593	530334	468480				862679	839443	752864			
O60264	P28370;P28370-2;O60264	SMCA5_HUMAN	SMARCA5	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	878856	743435	819493	1.19E+06	1.39E+06	1.11E+06	687852	637451	638821	1.74E+06	1.60E+06	1.54E+06
O60271;O60271-2;O60271-3;O60271-4;O60271-5	O60271;O60271-2;O60271-3;O60271-4;O60271-5	JIP4_HUMAN	SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	224373	149011	272866	467020	390832	407605		221997		355678	360323	531786
O60292	O60292	SI1L3_HUMAN	SIPA1L3	Signal-induced proliferation-associated 1-like protein 3	1.74E+06	1.78E+06	1.68E+06				1.42E+06	1.44E+06	1.48E+06	238469	144982	235533
O60299	O60299;O60299-2	LZTS3_HUMAN	LZTS3	Leucine zipper putative tumor suppressor 3	770859	760172	705750				654600	732262	684127			
O60313;O60313-2	O60313;O60313-2	OPA1_HUMAN	OPA1	"Dynamin-like 120 kDa protein, mitochondrial"	306093	211777	296824	1.02E+06	1.15E+06	698085	429703	376099	392266	1.11E+06	994091	862906
O60318	O60318	GANP_HUMAN	MCM3AP	Germinal-center associated nuclear protein	271173	241557	226270	308681	277763	329944	778409	688569	665795	681584	705297	708831
O60333;O60333-2;O60333-3;O60333-4	O60333;O60333-2;O60333-3;O60333-4	KIF1B_HUMAN	KIF1B	Kinesin-like protein KIF1B	1.20E+06	1.26E+06	1.14E+06	603093	539481	654955	903246	874015	843399	558795	500690	658262
O60341;O60341-2	O60341;O60341-2	KDM1A_HUMAN	KDM1A	Lysine-specific histone demethylase 1A	273230	260190	346304	587874	509883	620236	430230	345052	458870	733643	695849	692570
O60343-2	O60343;O60343-2;O60343-3	TBCD4_HUMAN	TBC1D4	Isoform 2 of TBC1 domain family member 4	747387	729728	839340	717471	782436	682227	529317	514521	612095	533216	485323	478798
O60488;O60488-2	O60488;O60488-2	ACSL4_HUMAN	ACSL4	Long-chain-fatty-acid--CoA ligase 4				841018	616804	675298	629674	671493	799712	657226	723012	698521
O60493;O60493-4	O60493;O60493-3;O60493-4	SNX3_HUMAN	SNX3	Sorting nexin-3	719561	586077	575926	419235	332288	355415				184077	99425	85547.2
O60506;O60506-2	O60506;O60506-2;O60506-3;O60506-4;O60506-5	HNRPQ_HUMAN	SYNCRIP	Heterogeneous nuclear ribonucleoprotein Q	3.18E+06	2.98E+06	2.90E+06	4.39E+06	3.98E+06	4.10E+06	2.92E+06	3.07E+06	2.63E+06	4.73E+06	4.47E+06	4.35E+06
O60518	O60518	RNBP6_HUMAN	RANBP6	Ran-binding protein 6							151693	141350	73093.9	120005	177242	118537
O60568	O60568	PLOD3_HUMAN	PLOD3	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3"			349389	360872		410744			405645	553202	440781	389273
O60573	O60573;O60573-2	IF4E2_HUMAN	EIF4E2	Eukaryotic translation initiation factor 4E type 2	1.10E+07	1.00E+07	1.22E+07	1.44E+06	1.32E+06	1.82E+06	4.10E+06	4.52E+06	4.26E+06	1.25E+06	1.33E+06	1.24E+06
O60645;O60645-2;O60645-3	O60645;O60645-2;O60645-3	EXOC3_HUMAN	EXOC3	Exocyst complex component 3	255701	217220	171145	503728	365327	364141	516278	464386	449260	633117	547044	457916
O60678;O60678-2	O60678;O60678-2	ANM3_HUMAN	PRMT3	Protein arginine N-methyltransferase 3	356470	411656	376243	608396	496576	654374	294055	172744	348129	694225	637351	911278
O60684	O60684	IMA7_HUMAN	KPNA6	Importin subunit alpha-7	329001	317970	245946	834664	729289	493074	2.39E+06	2.81E+06	2.47E+06	2.22E+06	2.40E+06	2.31E+06
O60701;O60701-2	O60701;O60701-2	UGDH_HUMAN	UGDH	UDP-glucose 6-dehydrogenase				269454	285578	265536	203813	322520			153514	95429.6
O60716;O60716-2;O60716-3;O60716-5	O60716;O60716-2;O60716-3;O60716-4;O60716-5;O60716-6;O60716-7;O60716-8;O60716-9;O60716-10;O60716-11;O60716-12;O60716-13;O60716-14;O60716-15;O60716-16;O60716-17;O60716-18;O60716-19;O60716-20;O60716-21;O60716-22;O60716-23;O60716-24;O60716-25;O60716-26;O60716-27;O60716-28;O60716-29;O60716-30;O60716-31;O60716-32	CTND1_HUMAN	CTNND1	Catenin delta-1	1.42E+06	1.42E+06	1.53E+06	570866	626579	429564	1.46E+06	1.41E+06	1.49E+06	636966	647081	707370
O60749;O60749-2	O60749;O60749-2	SNX2_HUMAN	SNX2	Sorting nexin-2	50563.4	92952.8	64490.9	281083	175405	138963			25606.8	161127	161393	141433
O60762	O60762	DPM1_HUMAN	DPM1	Dolichol-phosphate mannosyltransferase subunit 1	4.33E+06	3.44E+06	3.76E+06	4.23E+06	4.11E+06	3.12E+06	8.15E+06	8.44E+06	8.98E+06	4.22E+06	4.25E+06	4.83E+06
O60763;O60763-2	O60763;O60763-2	USO1_HUMAN	USO1	General vesicular transport factor p115			94246.5	290440	296664	372506	97560.8	75737.5	40819.9	314745	347897	325360
O60783	O60783	RT14_HUMAN	MRPS14	"28S ribosomal protein S14, mitochondrial"	1.22E+06	1.77E+06	1.63E+06	791310	707815	1.10E+06	1.47E+06	1.13E+06	937324	635517	952299	892274
O60814;P57053;P58876;P62807;Q5QNW6;Q5QNW6-2;Q93079;Q99877;Q99879	P33778;Q93079;P62807;P06899;Q99877;P58876;Q99880;Q16778;Q8N257;O60814;Q96A08;Q99879;P23527;Q5QNW6;Q5QNW6-2;P57053	H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN;H2BFS_HUMAN	H2BFS;HIST1H2BC;HIST1H2BD;HIST1H2BH;HIST1H2BK;HIST1H2BM;HIST1H2BN;HIST2H2BF	Histone H2B type 1-K	8.91E+07	8.69E+07	8.41E+07	5.57E+07	5.03E+07	5.00E+07	4.26E+07	4.34E+07	4.12E+07	1.64E+08	1.62E+08	1.66E+08
O60832	O60832;O60832-2	DKC1_HUMAN	DKC1	H/ACA ribonucleoprotein complex subunit 4	667609	588715	728273	1.76E+06	1.43E+06	1.83E+06	506270	361492	477536	1.27E+06	1.19E+06	1.20E+06
O60841	O60841	IF2P_HUMAN	EIF5B	Eukaryotic translation initiation factor 5B	437049	473643	344769	472011	504120	523992	502497	335561	169166		315988	431411
O60884	O60884	DNJA2_HUMAN	DNAJA2	DnaJ homolog subfamily A member 2	7.41E+06	7.60E+06	7.72E+06	6.55E+06	6.63E+06	6.59E+06	1.03E+07	1.02E+07	1.03E+07	7.22E+06	7.38E+06	7.32E+06
O60907;O60907-2;Q9BQ87;Q9BZK7	Q9BZK7;O60907;O60907-2;Q9BQ87	TBL1R_HUMAN;TBL1X_HUMAN;TBL1Y_HUMAN	TBL1X;TBL1XR1;TBL1Y	F-box-like/WD repeat-containing protein TBL1X	695374	690813	784393	609200	716910	603377	722688	831414	817949	600032	447751	361965
O60925	O60925	PFD1_HUMAN	PFDN1	Prefoldin subunit 1				332125	412858	338186				422899	397165	428168
O60942;O60942-2;O60942-3;O60942-4	O60942;O60942-2;O60942-3;O60942-4	MCE1_HUMAN	RNGTT	mRNA-capping enzyme				114503	78384.9	98134				180815	135264	119243
O75044	Q7Z6B7;Q7Z6B7-2;O75044	SRGP2_HUMAN	SRGAP2	SLIT-ROBO Rho GTPase-activating protein 2	1.87E+06	1.77E+06	1.79E+06	164669	173892	206159	1.12E+06	1.12E+06	1.10E+06	265836	304773	402644
O75083	O75083;O75083-3	WDR1_HUMAN	WDR1	WD repeat-containing protein 1	4.37E+06	4.46E+06	4.19E+06	1.03E+06	981932	1.11E+06	2.82E+06	2.93E+06	2.96E+06	775424	733047	734060
O75122;O75122-3	O75122;O75122-3	CLAP2_HUMAN	CLASP2	CLIP-associating protein 2	276648	369082	369939	265440	182828	168648	437558	454095	518425	213757	223901	278819
O75127	O75127	PTCD1_HUMAN	PTCD1	"Pentatricopeptide repeat-containing protein 1, mitochondrial"	304854						149599					
