Protein	10Y_1	10Y_2	4Y_1	4Y_2	1Y_1	1Y_2
Q06144	11886.3	14069	8362.77	8269.77	2146.12	1775.53
Q06146	57772.2	42778.3	26893.7	26247.1	4882.95	6671.94
Q06147	7146.22	4324.56	3542.62	3215.45		
Q06151	41226.2	38869.4	17439.6	16000.5	5987.55	4840.44
Q06156	2208.56	1228.18	690.831	916.266	317.616	
Q06168	37744	34933.6	16917.6	15393.5	3426.72	4242.15
Q06169	7336.38	5282.01	2155.13	1657.74	470.236	828.472
Q06178	27419.1	20368.8	9571.67	9820.28	2248.03	3150.67
Q06179	11982.6	11709.4	3936.88	5416.04	6296.32	
Q06188	3512.54	8667.53	2462.11	3606.26		1479.11
Q06190		1665.73		824.48	1091.78	985.724
Q06203	412054	348966	438116	417068	427902	393420
Q06205	240719	227764	111484	113681	27264.5	25788.7
Q06210	114469	107971	121236	121869	139277	136812
Q06211	7946.81	5618.99		3735.53		
Q06213	8345.9	7109.65	1971.74	2555.31	1519.15	
Q06214	20276.9	24658.5	10892.8	9910.54	5257.05	3296.38
Q06217	11662.8	19882.3	6587.16	7459.42	1311.8	983.508
Q06218	65498.1	67687.8	24808.7	27122.5	5943.51	8287.92
Q06224	34195.9	33839.9	13433.6	21767.1	5619.9	5717.51
Q06245	56776.2	32690.9	21810.4	17527	8804.47	10293.4
Q06252	541046	502772	213260	226532	62700.9	49254.8
Q06263	9599.59	8030.76	4062.4	3394.27	1670.48	1185.39
Q06265	61664.8	62637.8	69691.1	67536.2	69340.5	68336.8
Q06287	60672.4	55833.1	26306.8	29837.9	8307.3	10050.8
Q06315	15822.3	15527.6	10153.4	9528.02	6127.18	1178.53
Q06323	205357	180330	237830	236802	214849	224934
Q06325	4297.97	7280.01		3150.79		
Q06330	22379.5	21533.4	31857	26048.7	30823.8	27121.1
Q06336	13014.8	9037.25	4825.09	4345.24	1427.45	901.212
Q06338	58926.2	50234.9	23585.2	24619.8	6058.25	5909.83
Q06340	12509.5	22184.7	8387.69	6144.69	2061.35	
Q06344	31839.3	31823.5	19653.4	17886.3	5019.25	4368.53
Q06346	22390.9	10745	9957.05	12059.4		
Q06385	31210.1	33559.6	16370.4	14883.5		6656.36
Q06389	7876.78	8491.78	2908.07	3110.9		
Q06405	47380	33980.9	16183	18729.2	2862.87	4811.29
Q06406	31686.2	22373.8	11651.3	12917.6		
Q06408	19624.2	26316.6	8298.83	8196.71		
Q06409	4206.42	2922.48		1539.55		1080.57
Q06413	370.501		692.84	2399.03	1540.94	1978.46
Q06440	88047.8	79135.5	37396	35417.4	8945.96	8088.32
Q06449	21940.6	21884.9	11502.4	11065.7	3752.25	2564.35
Q06451	17600	16866.2	7345.03	8863.35	2494.88	1899.53
Q06455	18910.5	19250.1	24502.7	12252.5	27715.5	28988.2
Q06479	636.054	822.516	880.774	853.625		
Q06481	2846.56	2205.57	3949.55	5066.71	5307.44	4793.89
Q06488	18809.9	14606.6	7193.7	7172.65		3350.79
Q06489	81898.4	83361.3	34627.1	33521.6	8302.42	7033.68
Q06493	15995.3	15919.6	6056.03	5720.09	1136.55	1699.23
Q06494	38746.3	41322.5	18659.4	19008.4	6029.45	6064.64
Q06497	8841.25	9625.48	2366.26	3260.14	1136.78	802.821
Q06504	11571.8	12192.6	4574.68	8696.73		
Q06505	30612.3	26533.8	11557.6	13925	2342.4	3163
Q06506	9643.05	8837.79	8683.53	7864.7	3084.74	
Q06508	6875.1	8318.75	5611.19	4736.31		2027.23
Q06510	6032.79	2791.92	3266.81	6442.84		
Q06511	23843.4	21142.2	9709.95	10809.6	2840.64	2692.04
Q06512	6530.41	7542.51	4063.64	3524.54	1239.33	1553.07
Q06523	66395.6	82415.3	39904.8	40787	8629.5	9716.08
Q06538	16056.7	13976.3	7861.99	6462.48	4627.54	
Q06543	33386.5	37200.5	14632.5	13413.7	5487.62	3459.11
Q06546	19304	17480.5	22971.5	21012.1	21612.4	21971.2
Q06547			386.936	235.073	667.144	1098.23
Q06580	12371	8869.06	5628.43	7469.64	1233.23	1859.78
Q06587	8258.47	7555.6	9053.4	8794.74	8350.84	7927.4
Q06604	1453.84	1797.96	1294.45	1413.67		
Q06608	26719.4	25620	11163.2	9893.51	1524.99	2052.33
Q06609	6247.8	5111.82	5086.43	7266.99	6561.63	7249.09
Q06616	5101.27	1492.16	1888.58	2028.43		
Q06623	4139.11	4335				
Q06624	16526.8	14671.8	6947.84	7436.68	2191.81	2132.68
Q06625	110663	111423	142315	130197	102413	120630
Q06630	5730.78	7888.4	2753.61	3518.91		
Q06631	44065.5	44040.8	18313.3	19775.8	4531.94	4409.96
Q06632	7238.47	3785.48	1884.87	3918.43	4536.13	
Q06639	25926.8	25613.1	14465.5	13911	5712.29	8098.64
Q06644	3345.4	2453.45	1907.93	1098.28		
Q06672	31335.1	28077.7	18087.2	14280.5	4689.01	4946.54
Q06673	2507.13	1210.26				
Q06677	12598.6	14019.5	5932.79	4672.08	1903.71	1726.19
Q06678	28140.1	25221.6	9444.19	11205.3	3045.26	2696.68
Q06679	25817.5	27735.6	11195.7	10922.1	3028.32	2960
Q06682	7307.52	7774.9	3644.39	5155.68	2410.13	966.515
Q06685	38542.3	34949.3	18194.6	18070.8	5224.84	5181.26
Q06697	28186.7	25287.6	13861.7	11712.9	4483.45	3311.25
Q06698	9729.19	6719.6	3491.89	2902.15	794.491	950.84
Q06704	38183.6	32280.9	19358.6	18564.5	8015.53	6041.96
Q06705	52404.5	47239.1	20847.6	22190.6	5641.84	5751.12
Q06706	70732.3	66121.5	32118.4	30632.5	7473.43	9347.67
Q06707	5217.05		7710.47	2861.13	2308.17	8229.23
Q06708	280176	235832	123989	146628	37073.8	34986.7
Q06709	84203.7	95083.8	46672.2	48778.9	9737.36	9050.63
Q06787	24153.7	26403.1	31068.1	27144.8	32408	30113.4
Q06815	8034.22	7821.8	2835.85	3839.59		1015.65
Q06817	63295.8	53593.5	39247.6	34754.1	13618.3	5733.94
Q06830	2577080	2319250	2933880	2931980	2483730	2459560
Q06833	19145.3	26194.1	13399.5	12431.5	8738.42	5482.86
Q06839	24163.2	22576.6	9167.63	9630.08	3306.32	2697.87
Q06891	21213.2	22690.6	9810.96	15595.2	6500.34	6472.21
Q06892	26679.8	22890.9	27923	16209.4	5577.63	
Q07020	1355090	1192820	1566830	1583440	1307180	1312220
Q07021	863664	844282	993764	1016600	745454	757057
Q07065	46276.3	44302.7	49850.9	46886.2	46298.4	48762.9
Q07084	159931	129887	99658.1	93024.4	38223.9	41465.7
Q07092	44734.2	50952.1	64822.2	63986.9	60037.2	60718.8
Q07157	22399.3	18887.6	22238.1	22937.4	21805.9	20574.4
Q07283	14633.3	8739.86	6018.63	17593.3	11074.7	7360.88
Q07349	118510	91555.9	66478.8	61417.5	13863	15252.5
Q07350	4477.14	4801.05	4286.05	1125.49	873.956	
Q07362	22358	21679.6	10409.8	8981.61	2814.21	4045.32
Q07381	22593.3	20415.5	10195.7	10483.3	5060.63	5882.84
Q07395	36694.5	28278.2	11536.6	13576.6	3906.96	4733.13
Q07418	14159.7	12994.2	7248.48	6364.16	1476.89	1901.39
Q07451	99210.3	65834.3	36438.9	38421.8	12414.7	7281.5
Q07454	7869.72	9836.94	6800.11	11043.2		1842.46
Q07457	11245.6	10726.2	6103.63	6449.42	1602.66	1129.31
Q07468	2984.07	3656.09		860.444		
Q07478	456399	405740	193141	202978	39225	38784.2
Q07505	75483.3	65158.6	36262.1	35069.9	7516.12	6457.44
Q07508	1361.59	700.616	1645.01			
Q07527	27823.5	28276.1	13129	12631.3	5409.04	4770.63
Q07528	975.607		189.291			
Q07540	21173.4	19046.8	14727.8	12050		6466.85
Q07541	18377.4	18806.1	15796.9	12029.9	3820.64	4223.03
Q07551	264609	248404	101847	100140	22483.4	27526.4
Q07589	12494.9	15076.8	5343.23	6610.82	1378.14	4543.65
Q07617	28433	25350.9	23040.1	23853.9	20791.5	20167.6
Q07622	5423.11	4657.45	1988.61	2553.99		1613.65
Q07623	25742.7	21705.4	10532.1	11722.7	2943.66	2063.51
Q07648	45495	47299.6	21661.4	17795.2	3463	3115.01
Q07655	1903.33	3091.05	2185.96	2047.47		
Q07657	54575.5	53439	26025.5	23761.8	6693.72	7279.59
Q07666	337377	301870	385189	362235	350990	351114
Q07688	54051.5	63213.1	22720	19917.5	3707.61	5121.01
Q07716	27876.1	25101.2	10742.8	11820	2488.57	2167.97
Q07791	374601	272494	153492	142285	44989.1	37084.8
Q07799	34850.8	74198.8	25464.4	30096.2	6812.1	6310.18
Q07800	2970.77	2800.59	1183.55	1313.28	195.205	
Q07807	15954.7	12274	8134.54	6843.08	2007.12	4232.01
Q07812	74077.5	77799.6	85806.9	86215.8	86742.1	83719.1
Q07820	3424.74	3690.49	4095.87	3004.09	3198.54	2854.72
Q07824	4394.64	4855.92	3668.5	2414.7	1191.99	1285.71
Q07825	34862	33003.9	15618.2	16070.2	5939.41	5600.73
Q07830	26927.5	20930.8	11893.9	10240.8	1558.34	1304.46
Q07834	5373.08	3913.82	2963.33	2645.87		
Q07844	268512	240042	123818	105556	40781.1	32179
Q07864	18924.3	17025.8	20663.7	21208.2	19500.4	18898
Q07866	62298.1	68101.6	82815	77199.7	77508.1	75996
Q07872	2109.73	1538.41	1560.98			
Q07878	48445.4	44640.7	22397.3	22657.1	8161.62	8321.64
Q07889	9980.06	6480.02	9813.58	9485.84	9637.17	9539.15
Q07890	3804.84	7030.88	8132.81	3962.58	3725.87	5224.54
Q07896	22392.5	23179.8	10055.3	11795.6	2801.45	2521.47
Q07897	20379.5	19067.2	8134.06	8179.88	1710.66	3112.29
Q07914	37222.9	49467.1	15947.2	18873.7	3682.72	3892.62
Q07915	99486.8	100105	52783.3	49794.5	14177	14903.7
Q07938	196599	210608	64054.5	76603.6	20215.8	20180.4
Q07949	8196.31	7902.8	3969.79	2732.78	6891.75	1016.62
Q07950	5285.15	8540.57	4893.63	4805.71	994.088	
Q07953	19013	15728.4	8479.26	7334.04	1913.88	2605.3
Q07954	6367.34	6071.08	6581.32	9164.5	7701.42	7253.75
Q07955	481435	461492	602006	614041	509526	500690
Q07960	56849.9	56456.9	64612.7	61224.5	71556.7	68787.6
Q07963	110554	105861	38992.6	36990.3	6362.72	7243.24
Q07979	16633.3	17153.6	7802.84	8412	1439.13	2026.86
Q08001	6253.71	8255.47	7164.31	4954.93		
Q08004	15299.3	12054.7	7827.72	8922.71	2761.94	2726.61
Q08023	7064.88	7863.49	4295.83	3691.2	3391.57	
Q08043	558476	496959	527537	531851	590918	522651
Q08050		2916.11	2374.34	2333.73	1452.59	2387.58
Q08096	13138.3	15402.8	5341.23	7864.17	4416.16	
Q08117	6921.37	6589.47	8321.65	8606.9	5660.02	7015.27
Q08144	8117.81	7273.55	3267.44	4097.15	2004.02	1506.63
Q08162	36471.9	36593.6	17015.1	16471	5223.46	5360.72
Q08170	54301.7	46651.9	55144.3	51959.1	50485.9	53001.8
Q08179	46170.8	36656.4	17176.2	16939.4	5070.99	3478.34
Q08188	772.789	1048.33	951.054	611.613	451.2	605.797
Q08193	509012	477664	221387	203181	63684.7	51306.8
Q08199	13858.6	15013.2	6284.05	7992.68	2684.39	2531.09
Q08208	66076.9	57096.6	27364.3	26747.4	5810.41	6829.02
Q08209	45730.9	55175.4	62533.3	54902.6	47641	46798.7
Q08211	310651	278977	326744	339397	344850	349924
Q08217	4051.06	2753.51	1105.96	1219.54	352.033	626.051
Q08220	65990.9	62688.5	28398	28917.7	8664.87	8123.77
Q08224	10816.3	4373.83	4163.1	6458.51	951.673	
Q08225	51424.6	50875.6	22491.8	26182.2	6266.58	7358.71
Q08227	6370.57	3559.07	2408.69	1781.45		
Q08229	8523.43	8046.18	4159.09	4228.14	1581.1	422.798
Q08230	10538.1	9453.24	7433.95	4053.07	2723.96	
Q08232	1206.5	371.508	370.99	779.881		
Q08235	43995.4	46114.7	26340.5	22060.1	4097.84	5452.14
Q08237	9450.66	9857.06	5743.14	3576.78	2284.52	1036.69
Q08245	1228830	1049300	663348	632997	126887	133802
Q08257	64518.8	66550.2	68313.8	69667.1	70563.9	76353.4
Q08273	24767.6	34760	13457.2	12160.5	3055.46	2568.64
Q08278	15457.1	6502.39		4392.83		
Q08280	4703.28	4281.13	2113.88	1427.1	82.3716	
Q08282	5359.02	3783.45	2046.37	3152.67		
Q08285	11687.5	14747	3779.41	6024.57	1154.1	2751.57
Q08287	7974.14	7522.55	4866.47	4144.47		1422.42
Q08357	887.192	1519.78	2243.5	1677.73	2333.08	2912.18
Q08378	87916	83432.2	108201	104382	93322.4	99280.9
Q08379	5174.82	6282.22	7817.76	8676.1	8472.69	8280.02
Q08380	7877.03	7208.98	4021.72	6064.5	5639.74	3940.52
Q08412	46762.5	37889.9	23944.4	19978	10364.7	6307.2
Q08421	155338	138727	65339.5	64166.2	16417.6	16497
Q08426	11603.7	11423.3	12673.1	13143.4	12314.7	14329.9
Q08431	2616.59	875.188	3303.54	1631.18	1457.5	2283.65
Q08438	5666.13	5097.03	1546.86	2834.38	699.134	
Q08444	10117.5	6887.72	3999.66	4635.02	1217.39	1902.31
Q08446	28780.6	23778.8	9203.5	13815.5	2513.74	2188.77
Q08484	2662.41	5020.76				2207.07
Q08491	1392.48	4225.6	680.784			
Q08492	19533.2	20681	12633.2	6727.91	2561.82	1244.16
Q08499	3881.4	2717.74	2260.04	2034.86	1292.6	735.937
Q08548	46409	51767.6	17292.3	20016.7	6768.99	6693.58
Q08554	802.687	1590.74	2997.66	1231.44	1252.03	1956.54
Q08581	32402.5	28632.8	17938.4	17343.5	10000.3	8235.48
Q08601	114453	94135.2	45981.4	48933.5	10012.9	12133.6
Q08623	10475.3	15234.5	18654.6	17356.7	11379.3	15246.3
Q08634	8028.57	7826.23	3585.26	3621.21	1165.31	1317.56
Q08641	64850.2	58849.6	31013.5	30310.3	7323.53	9042.07
Q08645	32987.7	25822.3	16860.6	14018.6	11747.7	9091.63
Q08647	41320	45032	17503.9	18159.6	5174.11	5963.94
Q08650	4264.82	7479.21		4079.25		
Q08651	26724.9	18835.3	9646.56	9430.38	4054.68	
Q08686	46336.5	40495.4	18159.9	20488.6	5465.34	5665.91
Q08687	37247.6	35431.3	17061	16338	4026.65	4013.15
Q08689	19131.3	13256.7	7552.26	7650.77	2701.09	2431.26
Q08722	27288.6	29289.9	26265	20174.6	10082.9	7911.73
Q08723	84801.1	72946.9	34740.9	36259	7917.3	9512.68
Q08726	24617.3	20452.6	11246.3	14158.9	5223.27	4413.32
Q08732	13439.4	10482.8	5691.69	7342.79	2579.39	1678.01
Q08742	46004.4	44430	24203.5	19329.5	2857.08	2709.54
Q08746	85428.9	78351	47860.4	46414.6	9816.07	8711.42
Q08752	107754	87835.6	114483	106267	94228.2	91945.1
Q08754	6488.78	7699.48	4187.56	2517.03		1720.54
Q08773	4073.89	5503	4608.13	1817.72		
Q08816	6249.87	5015.01	2132.05	1635.02	731.153	578.107
Q08817	3106.99	829.047	1831.07	1530.51	674.07	1384.2
Q08818	8626.72	9644.07	2542.39	4977	3007.04	4172.04
Q08822	7631.79	7509.82	5383.58	4278.05	3063.34	1100.14
Q08826	18730.2	18212.9	8233.9	8852.87	2607.06	1938.21
Q08831	6148.98	4298.81	2566.96	1656.75	372.355	
Q08873	37055.7	28108.8	11466.4	17650.4	3705.31	4161.93
Q08886	29785.3	50682.2	39240.5	36705.1	4963.29	6007.79
Q08920	133893	135760	75522.7	70659	30487.9	27193.1
Q08921	8517.96	6287.02	5605.98	7004.05		
Q08923	1366.16	903.657	627.574	1106.09		
Q08924	16942.5	18960.9	7337.29	8279.63	1685.45	2982.91
Q08925	12088.8	10938.2	5975.33	5989.49	2218.93	2423.67
Q08945	357784	346613	385762	405008	379309	368192
Q08951	81671.6	59847.4	34667.4	34041.9	14711.8	12349.2
Q08952	10445.7	6342.3	5319.12	3819		
Q08954	40314.8	37099.4	13670.9	15364.4	5115.21	3803.56
Q08959	13691.7	15606.6	7521.54	5499.11		
Q08960	19760.4	17680.4	8191.33	9510.08	3936.46	4988.78
Q08961	13025.1	9092.72	6664.54	7240.19		
Q08962	44766.6	36933.1	14061.2	17084.6	4895.39	4729.11
Q08963	2625.2	3164.16	2627.79	1724.32		
Q08965	39705.4	38188.3	17728	16748.3	4846.46	5817.11
Q08970	2279.75	2077.19	2176.99	1858.74		
Q08971	120624	123471	59358.1	59963.8	13884.5	11384.9
Q08972	126397	120266	50926.9	53109.6	13006	12839.9
Q08977	52060.6	49563.8	24305.8	22581.1	5381.55	4678.33
Q08979	12840.4	14421.8	6071.11	6274.21	1822.93	2324.48
Q08985	121643	119355	55290.5	51381.7	10091.6	9762.03
Q08986	23693.9	23324.5	5966.42	15293.8	3007.52	4035.41
Q08999				2624.49	1982.1	3466.71
Q08AD1	7682.15	9772.16	9670.86	11132	10347.2	10274.7
Q08AE8	6008.79	5156.76	5689.42	5257.81	4534.05	4764.24
Q08AF3	1266.79		2170.03	1207.65	920.975	1420.21
Q08AG5	4930.16	9611.48	6459.8	16284.8	9579.58	18482.1
Q08AM6	39011.7	34237.6	40785	37988.8	40693.1	40214.6
Q08ER8	7446.86	5608.12		4462.8	4471.19	10188.4
Q08J23	270645	259509	272956	273237	269389	262693
Q09028	762989	659621	854916	848686	795716	840032
Q09161	59417.4	60196.5	65546.9	64287.3	71176.5	71520.3
Q09472	32892.8	31143.9	34771.5	33023.3	35329.4	35028.3
Q09666	54086.8	62697.8	62246.1	63205.9	56016.5	54962.3
Q0IIM8					1764.99	1182.78
Q0JRZ9	12380.3	11902.4	11671.1	13308.2	12627	11264.6
Q0PNE2	8083.63	7543.19	8622.47	8288.27	6702.21	7892.96
Q0VDF9	52222.2	47318.2	51708.7	56533.3	54325.4	53506.1
Q0VDG4	19966.2	19567.2	24511.5	23935.5	19757.3	22764.8
Q0VF96	7364.83	6386.7	6007.51	8750.1	13118.8	9766.51
Q0VG06	10719.8	20464.6	22226.9	21979.4	20403.3	25788.6
Q0ZGT2	7623.93	3430.16	4461.96	4084.39	3958.31	4840.19
Q10469	4732.1	3733.79	4047.47	4655.53	5096.08	5175.36
Q10471	13323.5	11962.6	15425.7	14384.4	15694	16333
Q10472	4173.94	5697.95	4937.27	6040.34	5071.02	5845.11
Q10567	202130	189237	224374	224509	224496	223502
Q10570	24052.1	19932.5	24724.4	24536.3	24682.6	25860
Q10713	127915	111942	135427	138556	131112	122653
Q10740	76019.2	76718.3	39587.1	36134.9	9369.69	11761.8
Q12000	80182.4	66479.3	30160.8	36938.1	11753.5	8573.74
Q12001	39133.6	23834	15032.7	13812.9	3885.53	2114.86
Q12004	3335.81	4059.57	2782.16			
Q12008	30333.5	33818.1	12920.8	12352.7	8833.54	4313.23
Q12009	140722	130833	53679.2	49394.4	13621.4	11570.3
Q12010	116612	124984	43982.6	52570.7	5342.34	8358.63
Q12015	726.31	1044.44	295.934			
Q12017	22820.8	19858	8151.9	8123.01	2879.83	3366.67
Q12018	53734.9	51039.7	22596.6	23722.7	10023.5	6655.27
Q12019	51069.3	46528.8	21708.6	21603.5	7756.65	6500.9
Q12024	40751.2	38328	19593.1	18951.1	5940.95	6359.82
Q12025	26472.1	28300.5	11062.7	14155.5	2563.65	3227.97
Q12028	51068.3	36181.3	21828.9	20750.7	6343.32	7978.69
Q12029	74598.3	65881.5	31573.9	29218.8	8536.44	6009.91
Q12030	6719.83	6471.37	1624.27	3168.86	680.872	
Q12032	15903	14031	5250.95	7785.46	2426.84	1433.51
Q12034	22839.3	24946.1	13684.9	10653.5	3181.24	4870.74
Q12035	17075.6	13000.3	9036.11	7991.93		
Q12038	2269.55	2045.91	495.249	1062.66		
Q12040	36238.9	31647.3	16180.3	15337.8	3236.49	4835.85
Q12044	179233	141104	86998.9	85279.9	23222	25230.1
Q12049	5672.92	8816.35		3435.93		
Q12051	5846.01	4559.06	4912.88	5259.54		
Q12055	26916.2	20155.7	14223.6	10774.3	4887.56	6322.18
Q12059	44987.8	64664.1	15228.2	14205	5790.59	3612.25
Q12063	15841.5	10724.2	8244.16	6020.09	2103.44	1558.92
Q12068	47959.9	48715.1	17871.1	21675.7	6323.58	4618.97
Q12071	4643.09	4087.43	2579.77	1380.47		3435.32
Q12072	24970.2	27747.5	14668.4	13084.5	3611.14	3974.86
Q12074	1156240	1082900	468384	491331	111194	111813
Q12078	28641.9	25374.8	13584.2	11197.8	4486.67	3369.57
Q12080	22818.2	20347.9	11245.3	11887.1	4894.92	2727.6
Q12084	17631.6	17732.4	6793.56	8279.01	4304.87	
Q12091	27601.1	24249.5	11528.6	11497.2	4776.48	5308.6
Q12096	32263.7	31119.2	13043.2	15359.4		
Q12099	37773.9	35958.3	18694.2	19843	11673.4	8022.5
Q12100	2932.68	3943.88				
Q12102	1134.86	2617.16	826.058			
Q12108	6029.64	8078.11	3424.27	3415.32		1360.48
Q12109	297452	267022	122919	123734	27725.6	27169.8
Q12114	29937.9	33814	11487.9	15520.2	5135.84	4145.53
Q12117	223712	250459	101150	101255	22967.1	30947.2
Q12118	455143	405962	229461	218755	48326.4	49562.8
Q12122	213349	181233	88222.9	89369.4	17630.5	21895.8
Q12123	25276.7	18401.5	16714.5	8068.11		
Q12125	67915.8	67894.3	29422.9	25620.3	8766.43	6562.29
Q12133	19855.3	16164.5	8507.56	9077.66	3198.11	1558.19
Q12136	38955.6	42587.2	18170.7	21204.2	4363.75	5501.17
Q12144	13860.8	15943.9	5278.76	4034.67	1756.79	951.903
Q12149	18882.5	16762.8	7957.83	7552.3	1825.72	2101.04
Q12153	7954.26	6942.56	6020.41	3732.3		8627.54
Q12154	277032	277150	115388	107313	24678.4	25990.7
Q12155	7150.26	5335.78				
Q12156	44536.6	49764.8	18654.4	19900.7	5560.35	6040.34
Q12158	3101.39	2229.38	1961.41	1840.67	1770.53	
Q12159	373469	318929	166041	167472	27389.8	29722.3
Q12160	22738.3	26725.2	12311.9	12635.7	2583.44	3192.17
Q12163	11628.3	17885.8	11532.2	10752.6		3610.73
Q12164	40791.7	36480.6	15691.6	16191	4389.42	3761
Q12165	17400.1	15744.7	5357.11	4034.37	377.255	
Q12166	1236220	1335790	651322	565199	124310	130648
Q12168	448.423	622.516	261.056	121.786		
Q12176	43064.2	38680.7	17894	16850	4662.03	5875.93
Q12178	116830	113750	58029.4	60199.6	13449.5	11569.6
Q12179	6467.54	5374.35	3915.92	4478.65		
Q12181	5999.93	4910.09	1649.32	1960.17		
Q12189	161717	157805	69383.5	74293.1	16083.2	18694.5
Q12191	11960.5	13845.1	6344.54	6769.45	2176.56	1725.09
Q12199	3423.53	4576.16	2139.62	3244.01	965.434	1722.3
Q12200	12276.3	11443.5	7992.01	4687	3822.91	1423.05
Q12206	83063.4	74112.9	35882.5	37129.7	8906.57	8705.61
Q12207	58450.4	51692	22374.9	16003.2	5915.41	4895.56
Q12211	45078.4	46134.9	20387.4	17691.4	5403.4	5661.07
Q12212	155838	152125	67511.8	62456.4	7131.85	8236.02
Q12213	2912160	3132800	1430310	1439130	281061	323000
Q12220	20702.9	20548.5	8827.64	10291.1	3711.17	3126.73
Q12221	6066.82	7366.76	3370.22	2960.62	1847.01	562.482
Q12230	366396	350446	140633	143879	29685.2	31741.3
Q12233	20467.8	8481.21	7168.72	12421.3		
Q12234	63992.1	70211.5	27258.9	34869.1	8007.52	8671.89
Q12239	2846.56	1413.23	644.407	1591.22		296.755
Q12241	1524.39	867.504	430.925	550.037		
Q12242	5849.6	8356.72	3433.94	2507.55		
Q12245	32431.5	26892.5	13496.9	8509.57		3187.18
Q12246	14782.6	16233.3	4328.65	9230.43	1604.82	1726.87
Q12247	12619.9	12367.4	4882.66	5168.56	2321.43	2850.78
Q12250	112469	110960	49713.9	48991.6	9982.13	10546.2
Q12252	317116	115695	47828.2	146362	40911.2	32576.5
Q12263	1215860	1329410	755172	706652	236368	213160
Q12265	77810.8	65627.3	34606.5	33364	6562.68	8043.34
Q12267	5822.64	4562.26	1317.6	2488.44		
Q12269	364209	317465	143667	142526	33388	37580.7
Q12270	137499	138596	52545.1	50523.2	7243.7	7163.79
Q12271	24942.1	23563.6	10892.9	10484.9	2938.89	3417.79
Q12276	18297.1	12643.4	9329.14	10148.9		
Q12277	19629.1	15913.9	7414.42	7570.01	2711.92	3044.88
Q12284	24895.8	24075.6				
Q12285	104681	95830.9	37228.9	36828.4	7464.42	8821.19
Q12287	7666.41	10655.7	24255.2	14468.1	6218.4	4696.68
Q12296	9849.17	10229.2	5614.17	5915.77	2185.82	1726.87
Q12298	9984.99	10223.4	4519.51	4748.92	2480.92	2751.3
Q12301	1287.38	1242.13	248.192	939.873		294.967
Q12305	131301	105499	54081.5	51738.8	11779.2	11313.8
Q12306	286917	304688	133411	132134	27734.3	26794.9
Q12314	128317	123872	56913.6	50291.1	12504.1	10617.7
Q12315	2341.69	1619.26	1127.69	702.715		
Q12321	7572.33	7527.14	3015.94	3213.08	1432.05	
Q12324	12736.8	8581.66	5489.31	5063	1484.18	2933.19
Q12328	6014.08	2896.67		2278.42		
Q12329	14158.7	16101.1	5538.7	7114.47	2029.27	980.691
Q12331	7793.31	9071.15	4230.89	9717.98		2126.53
Q12335	138886	138568	58931.7	61759.3	9803.1	12692.1
Q12339	32562.5	29805.5	15916.4	10858.1	3088.47	4273.96
Q12341	13214.2	10459.7	4702.24	5791.23	3030.42	3067.77
Q12343	15252	14690.2	7685.9	8879.46		
Q12344	14095.7	13524.4	6353.34	6640.91	3016.25	2246.36
Q12349	17729.8	14831.6	6447.41	9176.72	1858.59	2311.36
Q12354	8929.7	6172.77	7591.65	5313.5	1189.79	1146.71
Q12362	3749.64	2461.5	1919.58	1991.21	927.752	829.314
Q12363	208448	183391	84193.6	84312.1	21031.4	20848.9
Q12368	6884.19	5865.31	2214.95	2155.57		1181.42
Q12373	10378	7872.37	5394.86	6768.21	1521.51	1088.52
Q12374	5963.86	6337.12	2676.13	1663.04	993.054	1228.51
Q12377	740516	716432	333402	309266	66522.3	69379.9
Q12386	55682.3	52785.7	25962.6	27816	7242.98	6695.78
Q12387	19837.6	18977.9	9300.21	10102.7	2377.33	3505.2
Q12389	42499.4	43479.7	18798.2	18288.4	4813.41	4552.17
Q12391	29370.4	21543.2	14253.1	13287.9	1975.74	3263.69
Q12395	10406.4	8006.75	9529.73	5483.37		
